customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score
261,24,Centro-Oeste,64,50261,262.51,2,10.43,3,6,4,43.68,3,2,4,0.4,0,4,0.0
262,53,Sul,109,50262,192.62,1,3.3,8,4,2,41.42,3,1,7,3.3,0,4,2.3
263,51,Sul,54,50263,610.5,2,6.92,9,9,5,47.49,2,1,4,3.0,0,3,1.1
264,57,Sul,77,50264,466.75,3,1.87,2,12,2,46.1,3,4,3,3.6,0,8,1.4
265,36,Sudeste,8,50265,592.31,2,53.73,2,11,4,49.56,1,1,8,0.6,0,5,0.1
266,46,Centro-Oeste,40,50266,95.2,3,65.45,7,13,2,48.59,1,1,11,2.7,0,5,0.3
267,56,Sudeste,45,50267,501.66,6,27.84,3,14,2,57.91,2,2,6,4.9,0,4,2.9
268,23,Nordeste,83,50268,158.09,3,12.76,11,4,2,20.42,2,2,5,1.8,0,6,2.5
269,27,Nordeste,59,50269,1372.36,3,49.19,6,2,4,39.96,3,1,11,4.0,0,4,0.0
270,58,Nordeste,23,50270,119.67,5,14.85,3,12,2,49.21,2,4,5,3.1,0,7,1.2
271,59,Nordeste,80,50271,79.93,2,129.11,6,2,4,27.59,1,1,1,1.1,0,3,4.8
272,22,Sul,2,50272,1417.73,6,93.25,9,5,2,22.51,3,1,8,3.4,0,4,2.1
273,41,Centro-Oeste,87,50273,145.53,2,20.66,3,7,0,67.84,2,1,2,5.6,0,2,8.4
274,58,Norte,11,50274,47.07,1,50.24,3,7,2,32.58,1,1,11,4.4,0,4,0.0
275,39,Norte,61,50275,317.11,1,6.86,11,6,4,32.21,1,4,11,0.0,0,6,0.0
276,43,Nordeste,6,50276,638.11,4,16.38,9,8,3,41.36,2,2,11,3.3,0,4,0.0
277,68,Centro-Oeste,30,50277,122.91,4,29.2,8,2,2,44.45,3,2,11,0.5,0,4,0.0
278,54,Sudeste,69,50278,214.21,5,9.15,4,4,4,47.49,2,2,7,2.3,0,7,0.0
279,62,Sudeste,75,50279,312.27,2,41.73,11,8,1,45.84,2,4,1,5.1,0,7,4.6
280,46,Nordeste,118,50280,362.35,5,37.91,10,11,2,41.31,2,0,7,5.4,0,3,3.4
281,53,Nordeste,69,50281,791.28,6,31.81,11,13,1,31.15,1,1,9,6.6,0,2,1.9
282,37,Sudeste,112,50282,314.71,2,12.11,7,5,2,41.56,1,1,1,6.0,0,4,6.2
283,35,Norte,48,50283,61.87,2,41.19,11,9,0,50.35,1,1,9,5.8,0,2,3.5
284,57,Norte,87,50284,932.07,5,3.24,5,7,3,39.47,2,2,9,3.3,0,4,0.0
285,62,Sul,96,50285,228.39,5,101.98,3,6,0,34.7,1,0,9,10.0,1,0,4.7
286,58,Norte,113,50286,272.71,1,29.73,2,6,3,58.5,2,2,2,5.1,0,4,3.1
287,32,Sudeste,71,50287,199.41,1,12.09,11,5,3,21.15,2,0,2,3.8,0,8,6.1
288,32,Nordeste,13,50288,268.19,3,13.61,4,6,2,36.91,2,4,6,3.2,0,6,1.3
289,41,Sudeste,82,50289,1273.41,3,0.27,4,2,5,17.28,2,0,2,2.7,0,3,3.5
290,46,Sudeste,10,50290,321.49,1,96.07,7,9,2,51.48,1,3,4,2.7,0,5,2.5
291,34,Sul,87,50291,394.66,2,26.15,11,7,4,31.48,1,0,11,0.5,0,4,0.0
292,66,Norte,88,50292,527.69,6,115.35,2,11,2,52.71,1,1,2,6.9,0,6,5.2
293,64,Norte,107,50293,290.94,6,7.76,5,4,3,42.48,1,1,1,2.5,0,4,5.2
294,42,Sudeste,57,50294,427.33,3,19.31,9,3,1,47.92,1,1,1,6.1,0,3,8.0
295,33,Sul,68,50295,481.86,6,14.18,11,5,1,43.06,1,1,7,5.5,0,4,2.3
296,67,Sudeste,86,50296,480.97,4,4.51,8,13,0,11.72,2,2,3,5.2,0,3,5.3
297,34,Centro-Oeste,119,50297,508.03,4,28.57,1,7,2,44.75,3,1,11,4.5,0,3,0.5
298,64,Centro-Oeste,7,50298,59.81,4,64.05,3,9,1,34.68,2,3,5,0.6,0,5,3.7
299,64,Norte,116,50299,213.38,3,0.32,3,10,3,58.7,1,1,9,2.2,0,5,1.7
300,38,Sudeste,109,50300,303.79,3,1.84,9,8,2,33.76,3,4,4,2.6,0,7,1.4
301,61,Norte,72,50301,193.27,4,64.11,10,7,4,57.26,2,1,1,0.7,0,4,4.7
302,65,Centro-Oeste,111,50302,202.92,6,59.14,1,11,3,22.38,3,2,1,4.9,0,6,3.5
303,44,Centro-Oeste,39,50303,70.87,6,16.05,6,4,3,22.09,1,1,11,1.5,0,5,0.0
304,22,Sudeste,51,50304,240.49,1,14.86,9,13,3,29.46,2,0,8,3.4,0,5,1.9
305,39,Sul,95,50305,789.52,1,2.17,3,12,4,43.12,3,0,11,3.8,0,3,0.0
306,50,Norte,17,50306,366.89,2,59.58,4,8,0,46.5,3,1,6,9.4,1,1,5.7
307,57,Sudeste,19,50307,384.43,5,1.58,2,10,3,41.19,2,2,10,1.2,0,7,0.0
308,19,Centro-Oeste,48,50308,143.79,2,35.31,4,2,4,43.31,1,3,0,4.1,0,7,2.7
309,52,Norte,108,50309,405.33,3,19.48,8,13,3,42.27,2,1,8,2.7,0,4,0.0
310,60,Nordeste,8,50310,170.39,3,23.19,8,6,2,40.78,3,2,0,5.5,0,6,6.6
311,36,Norte,92,50311,343.2,4,42.07,1,14,2,62.34,1,0,3,4.4,0,5,5.7
312,57,Sul,118,50312,392.74,5,41.08,2,3,3,55.88,3,1,2,0.0,0,5,3.5
313,44,Sudeste,99,50313,787.5,4,3.77,8,2,2,39.53,1,2,9,4.1,0,6,0.8
314,57,Sudeste,111,50314,265.48,5,12.86,2,2,4,38.92,3,0,10,2.0,0,4,0.0
315,53,Sul,82,50315,382.09,2,71.83,9,6,4,45.79,2,2,11,1.1,0,6,0.0
316,56,Norte,27,50316,771.14,2,1.27,10,4,1,24.83,1,1,6,6.4,0,3,3.3
317,19,Norte,117,50317,425.6,1,22.71,7,9,1,24.34,2,0,10,4.3,0,4,2.4
318,58,Centro-Oeste,33,50318,1171.74,2,0.47,6,5,1,45.97,2,2,5,2.3,0,5,3.0
319,35,Norte,107,50319,27.57,1,44.05,11,14,1,26.09,2,0,3,2.8,0,2,6.6
320,63,Nordeste,5,50320,236.62,6,1.56,3,6,1,38.04,2,2,2,2.8,0,6,5.6
321,40,Sul,95,50321,273.36,1,40.02,11,6,2,20.87,3,1,3,6.0,0,2,3.9
322,43,Centro-Oeste,88,50322,161.48,6,78.41,8,13,4,49.84,1,1,0,6.5,0,3,4.5
323,28,Sudeste,92,50323,981.97,1,0.95,10,10,2,49.78,2,1,0,7.5,0,3,5.5
324,65,Sul,70,50324,150.48,4,54.59,5,12,0,50.12,1,1,2,9.8,1,2,6.3
325,18,Sudeste,84,50325,402.31,6,2.49,5,14,2,32.59,3,2,4,10.0,1,4,2.8
326,53,Sul,25,50326,1378.39,6,33.66,4,2,1,29.72,3,1,7,7.9,0,5,2.9
327,67,Sudeste,111,50327,92.17,3,28.32,2,9,2,28.15,3,1,8,7.7,0,2,1.1
328,37,Sudeste,53,50328,268.01,5,9.27,6,4,3,46.55,1,1,3,3.8,0,3,3.2
329,48,Centro-Oeste,31,50329,294.92,4,5.7,11,12,6,51.43,1,4,6,0.0,0,9,0.0
330,25,Norte,86,50330,726.5,3,4.18,10,12,2,28.34,1,0,10,4.6,0,3,2.4
331,57,Norte,39,50331,109.86,5,2.44,2,14,1,31.83,1,7,0,3.2,0,9,2.0
332,41,Sul,5,50332,382.78,5,10.93,5,8,1,35.44,2,1,9,7.1,0,2,3.1
333,37,Centro-Oeste,81,50333,65.83,4,19.8,6,7,6,43.82,1,1,5,0.0,0,4,0.0
334,32,Norte,46,50334,150.41,6,0.05,10,6,3,24.36,1,0,3,3.8,0,4,4.3
335,47,Sudeste,2,50335,468.18,5,31.94,8,5,3,47.9,3,2,5,5.5,0,5,1.5
336,37,Sul,103,50336,176.28,2,24.27,9,8,1,52.02,3,4,7,3.4,0,7,0.7
337,55,Norte,64,50337,385.0,4,34.14,1,10,4,34.33,3,1,8,1.5,0,4,0.1
338,19,Nordeste,107,50338,204.35,5,8.31,9,13,4,42.04,2,0,9,2.3,0,4,0.0
339,23,Norte,71,50339,113.8,3,18.72,9,6,2,20.23,2,2,3,3.1,0,4,4.0
340,59,Sudeste,24,50340,221.73,5,8.0,1,8,4,47.6,2,2,0,3.2,0,5,3.6
341,35,Centro-Oeste,44,50341,629.15,2,41.01,11,5,3,28.9,1,5,8,0.0,0,8,0.0
342,53,Sul,51,50342,660.23,2,6.6,11,6,1,21.48,3,2,2,6.8,0,3,5.0
343,31,Sudeste,25,50343,284.2,1,36.51,4,13,1,58.6,2,1,8,8.1,1,3,2.8
344,43,Sudeste,19,50344,224.28,1,18.44,5,9,1,26.18,3,2,1,4.8,0,4,7.0
345,51,Nordeste,6,50345,430.01,4,11.03,9,9,1,42.71,1,2,2,4.3,0,4,5.2
346,47,Sudeste,88,50346,323.9,6,7.55,6,12,4,46.86,1,1,10,1.2,0,5,0.0
347,24,Nordeste,17,50347,167.06,2,46.01,6,6,3,17.57,1,0,9,7.2,0,1,0.0
348,47,Sudeste,104,50348,424.64,1,43.43,1,10,3,32.97,2,0,2,6.0,0,1,5.0
349,35,Norte,14,50349,199.86,6,35.78,8,3,4,32.52,3,0,4,4.1,0,3,2.1
350,39,Sul,97,50350,22.06,5,41.75,4,8,3,31.92,1,1,7,3.8,0,5,1.3
351,34,Centro-Oeste,71,50351,286.19,6,0.06,5,5,2,49.0,1,2,11,3.4,0,4,0.0
352,48,Nordeste,20,50352,588.82,3,207.47,10,10,1,49.12,3,1,0,6.9,0,2,6.9
353,34,Centro-Oeste,81,50353,402.73,2,43.73,10,3,0,26.84,2,0,8,9.2,1,1,4.0
354,48,Sul,75,50354,193.75,3,45.01,9,13,2,45.8,2,3,8,2.2,0,6,0.0
355,30,Nordeste,72,50355,486.17,2,83.69,10,5,5,52.08,2,2,1,0.6,0,7,3.3
356,44,Sudeste,78,50356,320.42,4,15.74,11,6,2,35.84,2,0,1,10.0,1,2,7.7
357,37,Nordeste,35,50357,174.4,1,8.98,1,3,3,29.27,2,0,6,2.8,0,2,2.4
358,34,Centro-Oeste,20,50358,587.17,3,58.73,7,9,0,36.98,3,0,8,10.0,1,1,5.0
359,46,Sul,34,50359,212.21,2,4.0,8,7,1,21.95,2,1,0,7.3,0,2,7.1
360,56,Sudeste,52,50360,28.27,3,30.59,4,13,3,37.13,3,0,10,1.9,0,3,0.7
361,52,Norte,17,50361,140.96,3,6.84,6,13,1,25.31,3,0,6,8.8,1,1,4.5
362,25,Sudeste,82,50362,544.2,5,7.48,7,9,3,43.64,1,2,0,4.7,0,4,4.2
363,60,Sudeste,98,50363,872.85,5,12.55,3,9,3,52.29,1,1,0,3.4,0,3,5.7
364,55,Norte,92,50364,403.89,6,25.48,10,13,1,29.91,1,4,1,4.6,0,7,4.4
365,32,Sudeste,83,50365,129.27,3,34.51,2,6,1,59.01,1,0,5,6.8,0,1,4.9
366,67,Sudeste,87,50366,713.9,3,77.99,3,6,0,44.64,3,1,10,5.9,0,2,2.5
367,18,Centro-Oeste,70,50367,45.74,3,3.66,10,2,2,44.48,1,2,10,3.1,0,4,0.0
368,50,Norte,5,50368,140.82,3,35.93,9,8,1,34.74,2,2,2,2.7,0,5,5.6
369,20,Nordeste,95,50369,278.25,6,55.3,7,8,4,54.16,3,1,11,4.4,0,3,0.0
370,56,Sudeste,71,50370,216.93,1,105.78,2,7,5,50.06,1,1,3,1.5,0,6,2.7
371,55,Sudeste,8,50371,136.63,6,10.21,10,13,7,39.27,1,2,7,0.7,0,6,0.0
372,65,Centro-Oeste,62,50372,755.2,1,3.38,11,2,2,50.84,3,3,2,9.2,1,5,3.8
373,32,Sudeste,63,50373,509.31,5,5.98,4,9,2,24.15,2,2,10,3.6,0,5,0.1
374,59,Centro-Oeste,5,50374,425.59,6,73.58,8,2,1,41.8,1,1,0,2.9,0,8,8.2
375,35,Centro-Oeste,98,50375,666.94,3,6.9,5,9,2,33.55,1,2,10,6.3,0,3,0.0
376,55,Sudeste,52,50376,221.74,1,22.1,3,8,3,51.03,2,1,4,4.1,0,3,3.6
377,48,Sudeste,78,50377,186.89,3,3.19,5,10,2,47.83,1,0,9,4.0,0,5,2.5
378,37,Sudeste,30,50378,627.83,1,89.05,6,6,3,49.16,3,1,8,6.2,0,3,0.8
379,24,Norte,110,50379,446.74,4,66.49,1,8,2,42.94,1,0,9,5.8,0,4,2.5
380,54,Sul,62,50380,367.95,2,42.89,6,12,5,28.55,1,3,11,0.0,0,6,0.0
381,44,Sul,74,50381,277.61,5,12.96,8,3,2,49.48,1,0,6,6.7,0,1,3.3
382,25,Centro-Oeste,96,50382,113.02,3,0.16,4,10,2,21.68,3,1,9,3.9,0,3,1.1
383,31,Norte,14,50383,396.86,5,21.37,10,8,1,28.29,3,0,2,6.5,0,1,8.1
384,67,Norte,74,50384,283.75,6,96.8,10,2,1,52.08,2,1,11,3.0,0,4,0.8
385,32,Nordeste,55,50385,155.43,1,21.94,9,14,2,20.3,1,2,9,5.0,0,5,0.3
386,24,Nordeste,11,50386,128.93,5,23.99,1,3,3,39.89,2,0,8,4.1,0,2,1.6
387,50,Sul,27,50387,373.87,2,39.49,2,10,1,45.59,1,2,6,4.7,0,4,3.1
388,69,Norte,3,50388,197.86,4,30.33,5,3,5,37.07,2,0,8,2.6,0,4,0.0
389,51,Sudeste,46,50389,432.25,3,23.32,7,13,0,58.99,1,1,4,7.3,0,1,6.1
390,21,Centro-Oeste,12,50390,297.25,2,3.48,5,5,1,45.63,2,1,10,6.1,0,6,1.0
391,18,Nordeste,109,50391,969.8,5,0.36,10,14,1,43.69,3,2,2,6.2,0,3,5.4
392,58,Sudeste,78,50392,73.27,6,95.71,10,8,4,32.88,2,3,3,1.6,0,6,2.4
393,31,Centro-Oeste,117,50393,143.96,6,30.38,11,4,2,35.67,1,1,2,7.4,0,3,5.6
394,48,Norte,13,50394,481.95,2,19.57,7,6,3,43.74,1,0,11,3.9,0,4,0.0
395,55,Nordeste,108,50395,339.6,3,3.83,7,9,1,34.93,2,1,9,4.7,0,3,2.1
396,67,Nordeste,37,50396,325.44,4,22.24,7,14,2,24.01,2,3,3,5.7,0,5,3.2
397,37,Sul,5,50397,358.02,6,5.03,9,14,0,48.01,1,0,6,9.4,1,4,6.6
398,20,Nordeste,56,50398,208.86,2,35.08,3,9,2,31.3,1,0,3,0.1,0,2,6.0
399,52,Norte,63,50399,745.4,5,136.81,2,10,3,53.78,3,0,11,4.9,0,4,0.0
400,63,Sul,24,50400,572.71,1,45.7,6,11,2,35.3,3,3,3,0.8,0,7,3.8
401,50,Centro-Oeste,47,50401,516.65,4,1.33,4,9,3,26.85,1,4,11,0.0,0,8,0.0
402,32,Nordeste,117,50402,561.91,5,53.76,7,4,2,36.97,3,1,4,7.2,0,3,4.2
403,20,Sul,32,50403,112.32,3,9.94,1,13,0,27.56,1,3,10,5.0,0,4,0.2
404,45,Norte,37,50404,584.88,4,37.6,10,2,3,50.13,2,1,1,5.7,0,3,4.7
405,44,Norte,6,50405,190.61,3,0.42,7,14,3,28.18,3,2,8,2.9,0,5,0.0
406,64,Sudeste,57,50406,200.1,1,109.8,1,9,5,44.12,1,1,2,0.0,0,3,2.2
407,64,Sul,110,50407,576.64,4,1.5,2,2,7,30.6,2,0,10,0.9,0,2,0.0
408,50,Centro-Oeste,16,50408,307.56,2,7.94,8,5,2,34.88,1,1,3,4.9,0,3,3.5
409,36,Norte,96,50409,912.65,1,6.72,11,4,5,40.62,3,5,0,0.0,0,8,0.0
410,50,Norte,71,50410,254.14,6,69.59,7,4,1,55.49,3,0,9,6.5,0,3,3.6
411,48,Sudeste,41,50411,957.71,5,19.6,9,2,1,30.54,1,1,7,8.2,1,4,3.4
412,21,Sul,72,50412,214.86,3,14.55,2,11,2,42.34,1,1,8,3.2,0,5,1.5
413,49,Centro-Oeste,4,50413,414.68,6,35.68,6,7,3,31.31,2,0,4,5.2,0,2,3.7
414,59,Nordeste,32,50414,221.34,1,47.42,1,12,2,28.51,1,1,5,5.6,0,3,3.8
415,45,Sudeste,60,50415,621.41,5,66.09,3,4,3,46.54,3,3,10,0.0,0,6,0.0
416,33,Norte,51,50416,214.33,5,70.78,2,3,1,47.78,3,1,1,9.0,1,3,7.2
417,66,Nordeste,25,50417,335.86,6,7.82,5,8,3,38.42,1,1,3,4.0,0,5,3.3
418,60,Sul,8,50418,411.19,6,50.45,6,7,1,29.23,2,1,8,4.9,0,3,3.1
419,45,Sudeste,93,50419,107.12,2,20.84,11,8,2,28.99,3,1,0,5.6,0,3,7.1
420,32,Centro-Oeste,76,50420,787.12,6,98.23,10,10,1,31.21,2,1,5,5.8,0,4,4.8
421,65,Norte,20,50421,90.67,5,10.92,4,11,0,39.18,3,3,1,5.4,0,4,5.5
422,39,Norte,108,50422,457.63,5,29.86,9,4,3,46.68,1,3,6,0.7,0,5,0.0
423,48,Centro-Oeste,36,50423,581.52,2,12.67,3,12,0,36.44,2,1,7,6.6,0,3,5.2
424,38,Norte,72,50424,450.17,3,41.27,5,3,1,30.13,3,2,4,8.3,1,5,4.0
425,49,Nordeste,105,50425,297.92,1,4.48,7,4,1,27.89,3,1,11,4.4,0,5,1.3
426,24,Sul,56,50426,360.68,3,12.87,3,13,2,35.39,3,1,9,6.3,0,2,2.2
427,50,Norte,22,50427,285.35,6,54.68,7,10,1,37.26,1,1,3,8.6,1,5,5.2
428,25,Sudeste,37,50428,683.67,5,7.12,4,3,3,37.46,1,1,7,2.5,0,7,1.1
429,31,Nordeste,57,50429,326.43,2,26.4,5,7,3,45.24,3,0,1,6.9,0,4,6.5
430,42,Sudeste,87,50430,366.1,1,55.57,5,12,2,60.69,1,1,4,5.4,0,4,3.3
431,49,Sul,59,50431,440.98,6,26.29,9,4,1,15.56,2,2,8,3.3,0,5,2.6
432,45,Sul,19,50432,881.11,4,1.13,4,13,5,16.81,1,0,5,3.0,0,2,0.8
433,19,Norte,69,50433,104.17,2,68.96,2,10,1,39.26,1,2,7,4.8,0,5,1.8
434,34,Norte,26,50434,450.67,3,32.51,6,11,0,35.8,2,0,11,8.3,1,2,2.5
435,44,Norte,100,50435,267.66,1,76.87,10,5,3,59.97,2,1,7,5.6,0,3,2.1
436,19,Nordeste,115,50436,345.05,5,26.5,6,14,4,50.46,1,1,6,2.5,0,6,1.0
437,25,Sudeste,57,50437,293.61,3,47.72,11,12,1,44.57,3,1,9,4.1,0,6,1.8
438,55,Centro-Oeste,65,50438,519.47,4,7.37,3,7,2,42.04,3,1,1,5.1,0,4,6.6
439,37,Nordeste,9,50439,154.25,2,20.45,8,2,1,49.57,3,0,10,6.3,0,3,2.5
440,66,Centro-Oeste,33,50440,479.08,4,4.23,2,14,2,55.71,2,4,9,3.1,0,8,0.0
441,54,Centro-Oeste,31,50441,142.18,3,7.23,2,6,2,41.98,1,0,1,6.5,0,2,6.9
442,38,Centro-Oeste,66,50442,37.84,2,74.94,9,10,3,37.44,3,5,0,1.3,0,11,2.3
443,43,Norte,79,50443,676.82,4,3.68,11,12,6,43.59,3,1,0,1.7,0,5,3.4
444,48,Centro-Oeste,62,50444,692.96,1,23.98,9,10,3,3.43,3,1,5,3.1,0,5,1.9
445,37,Sudeste,53,50445,259.08,3,75.25,1,4,1,50.81,3,2,3,5.7,0,7,6.4
446,23,Norte,80,50446,1915.89,4,37.4,2,8,3,39.64,2,2,1,4.1,0,5,4.3
447,67,Sudeste,15,50447,340.13,5,4.8,2,7,0,21.06,3,1,4,8.2,1,5,6.6
448,32,Sul,15,50448,361.59,2,23.33,3,12,4,38.25,2,3,6,2.8,0,6,0.1
449,18,Sudeste,31,50449,319.65,3,90.21,11,11,1,47.59,1,2,2,4.0,0,4,5.9
450,43,Centro-Oeste,46,50450,246.95,2,23.17,8,8,1,18.45,2,3,9,0.1,0,5,0.2
451,46,Sul,92,50451,474.16,2,12.03,2,9,1,37.59,3,5,9,1.6,0,8,0.0
452,19,Centro-Oeste,4,50452,198.26,4,19.24,11,6,5,37.36,2,2,7,0.0,0,4,0.0
453,39,Nordeste,27,50453,1246.46,3,50.38,8,2,3,42.95,1,1,10,2.7,0,6,0.0
454,46,Centro-Oeste,17,50454,348.5,5,16.48,9,8,1,32.81,1,1,11,7.2,0,3,0.1
455,26,Sul,24,50455,313.93,4,33.75,5,12,3,53.5,1,1,4,2.8,0,4,2.7
456,58,Centro-Oeste,111,50456,1037.66,6,9.09,3,13,1,37.71,1,3,7,4.6,0,6,1.4
457,38,Sul,2,50457,1003.78,6,8.75,7,13,1,20.2,3,3,3,2.2,0,5,5.3
458,49,Nordeste,104,50458,234.6,4,69.5,5,12,3,22.56,1,2,8,0.0,0,7,0.0
459,49,Centro-Oeste,117,50459,128.64,1,2.96,6,7,0,45.96,1,1,0,9.5,1,3,8.8
460,64,Sul,18,50460,351.23,6,138.72,7,3,0,36.76,3,2,11,5.6,0,3,0.4
461,61,Sul,67,50461,479.87,3,26.22,2,2,2,39.5,2,1,0,6.3,0,4,6.9
462,57,Sul,48,50462,222.5,3,48.65,6,9,5,48.83,2,6,3,0.0,0,10,0.0
463,43,Sul,113,50463,277.63,2,29.58,4,8,0,39.39,3,0,3,8.0,1,0,6.8
464,65,Centro-Oeste,67,50464,313.59,2,62.78,10,7,4,55.04,3,2,9,0.3,0,4,0.0
465,30,Norte,64,50465,781.84,2,31.86,8,2,1,34.44,1,2,4,10.0,1,3,5.1
466,20,Sudeste,2,50466,165.13,2,9.41,4,11,6,29.83,3,3,6,0.0,0,7,0.0
467,49,Sul,113,50467,1022.48,2,11.18,6,6,1,50.58,1,0,6,5.2,0,3,4.7
468,50,Norte,100,50468,90.48,6,18.36,9,14,2,52.33,1,1,7,2.9,0,4,1.2
469,50,Centro-Oeste,21,50469,916.97,1,55.2,8,3,1,43.57,1,0,11,5.0,0,2,2.2
470,59,Nordeste,37,50470,43.03,6,9.33,9,10,2,33.01,1,3,2,8.0,1,4,3.4
471,59,Sul,71,50471,254.47,5,8.47,2,13,4,21.93,2,4,2,0.0,0,6,0.8
472,30,Norte,88,50472,96.59,4,0.86,7,6,1,20.04,2,1,1,3.3,0,4,7.0
473,60,Norte,87,50473,294.96,5,31.05,11,2,1,20.47,2,1,8,3.9,0,3,2.3
474,23,Nordeste,4,50474,504.76,1,5.16,6,14,4,51.09,1,2,3,0.0,0,5,2.0
475,21,Norte,46,50475,262.34,6,2.51,11,11,4,41.05,2,2,3,3.0,0,8,2.0
476,55,Norte,2,50476,696.22,3,111.88,6,14,1,40.51,1,2,3,3.0,0,6,5.9
477,23,Sudeste,106,50477,286.17,5,4.5,2,7,2,33.71,2,1,6,5.5,0,4,3.0
478,68,Centro-Oeste,108,50478,318.46,4,57.31,2,5,4,17.35,3,3,5,0.0,0,6,0.0
479,20,Nordeste,1,50479,802.7,2,27.14,8,10,3,42.35,2,1,5,1.5,0,4,3.8
480,44,Sul,119,50480,289.32,5,0.59,11,11,0,65.26,2,0,5,10.0,1,0,8.1
481,57,Sudeste,86,50481,252.04,6,20.34,7,4,5,36.92,3,2,6,1.5,0,5,0.0
482,37,Sul,47,50482,147.41,4,68.04,8,4,2,19.83,2,1,3,4.6,0,3,3.7
483,35,Sudeste,99,50483,372.07,3,102.71,3,8,3,48.48,1,5,8,2.8,0,7,0.0
484,37,Norte,42,50484,133.12,5,17.22,10,3,0,47.17,1,1,1,8.4,1,3,7.9
485,47,Nordeste,13,50485,538.64,6,34.79,5,4,4,47.44,3,0,0,4.4,0,2,6.3
486,27,Sudeste,20,50486,600.53,5,7.27,7,10,5,31.03,1,0,7,5.8,0,3,0.5
487,69,Norte,78,50487,178.72,5,47.03,4,9,1,26.82,3,3,2,5.3,0,8,4.3
488,40,Sudeste,70,50488,242.19,3,4.28,10,13,3,52.39,2,2,8,0.0,0,5,0.0
489,64,Centro-Oeste,42,50489,207.79,2,7.54,1,6,4,39.99,2,0,0,7.0,0,1,5.2
490,20,Nordeste,63,50490,480.86,6,78.88,5,9,1,53.38,2,3,7,2.9,0,6,1.8
491,69,Centro-Oeste,84,50491,526.69,1,0.11,11,14,2,30.87,2,2,10,4.0,0,5,0.0
492,67,Sul,30,50492,201.89,1,28.45,4,7,0,26.2,3,1,10,10.0,1,1,3.4
493,26,Centro-Oeste,82,50493,282.08,3,28.8,8,4,4,35.88,1,2,10,1.9,0,5,0.0
494,66,Norte,1,50494,180.06,2,14.57,1,12,4,46.81,1,0,8,4.6,0,3,1.0
495,36,Sul,74,50495,347.39,4,69.59,10,14,1,50.03,2,0,4,10.0,1,1,5.5
496,53,Sul,64,50496,336.22,1,12.01,6,6,0,57.32,1,0,10,8.5,1,2,2.7
497,57,Sul,97,50497,473.06,6,2.08,7,7,3,36.13,1,0,0,2.2,0,3,6.7
498,44,Nordeste,14,50498,493.21,4,75.05,7,2,3,23.87,1,0,3,5.2,0,4,4.2
499,59,Sul,116,50499,357.75,4,11.4,4,5,1,44.72,2,2,4,5.7,0,6,5.0
500,45,Centro-Oeste,26,50500,683.05,3,4.17,4,5,3,5.95,2,1,7,2.4,0,6,1.3
501,60,Sul,62,50501,414.12,2,20.7,2,12,1,41.65,3,2,10,3.2,0,5,0.7
502,68,Nordeste,11,50502,639.88,4,73.96,4,9,2,44.13,3,4,10,0.0,0,8,0.0
503,25,Sudeste,37,50503,427.0,2,18.75,1,12,3,37.03,1,2,3,0.9,0,5,2.7
504,59,Nordeste,28,50504,182.5,3,64.83,2,6,3,43.46,1,2,6,4.4,0,4,0.3
505,65,Nordeste,103,50505,338.61,3,40.24,3,9,3,26.41,1,4,7,0.0,0,7,0.0
506,25,Centro-Oeste,3,50506,357.82,3,23.43,4,5,2,39.02,2,2,11,4.0,0,5,0.0
507,35,Sudeste,49,50507,273.16,3,11.66,7,4,2,45.19,3,1,4,6.1,0,2,3.7
508,38,Norte,73,50508,973.75,6,14.22,10,3,4,22.49,2,1,1,4.7,0,4,3.9
509,63,Sul,32,50509,106.57,3,8.71,6,5,2,66.44,3,2,8,2.1,0,5,0.1
510,30,Sul,117,50510,520.24,2,31.98,8,3,3,18.01,3,4,0,4.2,0,10,2.2
511,44,Centro-Oeste,17,50511,317.4,2,34.87,2,14,0,34.84,1,1,8,6.9,0,1,3.3
512,64,Norte,34,50512,340.75,2,17.28,3,2,5,33.78,3,1,3,0.0,0,3,1.3
513,57,Sudeste,119,50513,991.18,3,35.39,2,7,2,33.73,2,0,6,3.3,0,4,3.6
514,33,Nordeste,47,50514,395.12,3,141.22,11,10,2,48.55,3,1,6,3.3,0,4,3.5
515,57,Sul,31,50515,703.68,3,12.83,10,11,2,49.9,1,1,9,6.4,0,4,0.6
516,26,Sudeste,99,50516,625.83,1,143.92,9,4,3,29.42,2,0,2,3.6,0,4,4.9
517,44,Centro-Oeste,9,50517,273.49,5,5.72,9,9,2,31.93,1,1,3,4.8,0,5,5.2
518,34,Nordeste,66,50518,165.88,3,19.29,5,11,3,41.46,3,0,9,7.8,0,3,0.3
519,20,Centro-Oeste,74,50519,507.91,6,6.15,3,9,3,36.67,3,1,7,0.0,0,5,1.9
520,21,Nordeste,26,50520,590.92,4,19.14,3,7,1,32.13,3,1,3,3.3,0,4,6.0
521,57,Nordeste,82,50521,404.04,2,3.03,4,14,3,37.29,1,0,6,4.2,0,5,3.0
522,69,Sul,112,50522,829.75,3,89.86,4,4,5,44.43,1,2,1,1.9,0,4,1.9
